"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
4138	1e+05	"slapstick teen angst slaughter dark comedy supernatural being"	"en"	"Stitches"	7.447714	2012-05-19	95000	86	5.5	92	"Horror"	2012	5	19	"Ross Noble"	"male"	"Conor"	"male"
1518	7e+07	"giant snake korea building dagger south korea"	"ko"	"Dragon Wars: D-War"	4.822033	2007-02-08	53587404	90	4	104	"Drama"	2007	2	8	"Jason Behr"	"male"	"Shim"	NA
2032	2.2e+07	"bachelor stroke of fate brother oxford author"	"en"	"Shadowlands"	5.609755	1993-12-25	0	131	6.8	61	"Drama"	1993	12	25	"Anthony Hopkins"	"male"	"Richard"	"male"
2948	1.1e+07	"england mother role women's prison police neighbor"	"en"	"Vera Drake"	4.131918	2004-10-22	0	125	6.8	80	"Drama"	2004	10	22	"Imelda Staunton"	"female"	"Mike"	"male"
2856	0	"woman director"	"en"	"Just Wright"	10.409253	2010-05-14	21520719	100	6.1	99	"Drama"	2010	5	14	"Queen Latifah"	"female"	"Sanaa"	"female"
1070	4.5e+07	"clone mutant post-apocalyptic dystopia conspiracy"	"en"	"Resident Evil: Extinction"	12.06538	2007-09-20	148412065	94	6.1	1292	"Action"	2007	9	20	"Milla Jovovich"	"female"	"Russell"	"male"
1007	0	"based on novel st. petersburg russia high society imperial russia tragic death"	"en"	"Anna Karenina"	26.38704	2012-09-06	68929150	130	6.5	639	"Drama"	2012	9	6	"Keira Knightley"	"female"	"Joe"	"male"
1100	4.5e+07	"buddhist monk cooking prime minister kitchen secret agent"	"en"	"Johnny English Reborn"	35.6585	2011-09-15	160078586	101	6	1007	"Comedy"	2011	9	15	"Rowan Atkinson"	"male"	"Oliver"	"male"
2807	12500000	"baseball sport based on true story family relationships"	"en"	"The Perfect Game"	0.903529	2010-04-01	3878993	118	6.3	30	"Drama"	2010	4	1	"Clifton Collins"	"male"	"William"	"male"
2972	1.1e+07	NA	"en"	"September Dawn"	3.646848	2007-05-17	0	110	5	16	"Drama"	2007	5	17	"Jon Voight"	"male"	"Christopher"	"male"
319	9e+07	"android housewife transformation"	"en"	"The Stepford Wives"	19.224754	2004-06-10	1.02e+08	93	5.4	334	"Comedy"	2004	6	10	"Nicole Kidman"	"female"	"Frank"	"male"
37	2e+08	"circus witch magic hope illusion"	"en"	"Oz: The Great and Powerful"	46.985445	2013-03-07	491868548	130	5.7	3530	"Adventure"	2013	3	7	"James Franco"	"male"	"Sam"	"male"
2084	1.5e+07	"video game hacker bodyguard pop star virtual reality"	"en"	"eXistenZ"	21.928025	1999-04-14	2856712	97	6.7	475	"Thriller"	1999	4	14	"Jennifer Jason"	"female"	"David"	"male"
1193	3.5e+07	"loss of lover lover (female) ex-lover torture napoleon bonaparte"	"en"	"The Count of Monte Cristo"	26.595983	2002-01-23	75395048	131	7.3	453	"Drama"	2002	1	23	"Jim Caviezel"	"male"	"Kevin"	"male"
1426	3.5e+07	"animation animal 3d"	"en"	"Valiant"	14.051852	2005-03-25	19478106	76	5.2	235	"Adventure"	2005	3	25	"Ewan McGregor"	"male"	"Gary"	"male"
3291	8e+06	"female nudity pathology student of medicine extortion drug use"	"en"	"Pathology"	9.782433	2008-04-11	0	95	5.6	144	"Thriller"	2008	4	11	"Milo Ventimiglia"	"male"	"Marc"	"male"
341	9.5e+07	"monster greek mythology god poseidon \u00a0 lightning bolt"	"en"	"Percy Jackson & the Olympians: The Lightning Thief"	61.121717	2010-02-01	226497209	118	6	2010	"Adventure"	2010	2	1	"Logan Lerman"	"male"	"Chris"	"male"
3399	6e+06	"arbitrary law boston twin brother russian mafia prologue"	"en"	"The Boondock Saints"	34.917447	1999-01-22	30471	108	7.2	837	"Thriller"	1999	1	22	"Willem Dafoe"	"male"	"Troy"	"male"
1975	1.7e+07	"celebrity romantic comedy male female relationship movie star"	"en"	"Win a Date with Tad Hamilton!"	7.701041	2004-01-23	16980098	95	5.5	160	"Comedy"	2004	1	23	"Josh Duhamel"	"male"	"Robert"	"male"
2371	1.8e+07	"london england gang leader money gang crime"	"en"	"RockNRolla"	31.887978	2008-09-04	25739015	114	6.9	836	"Thriller"	2008	9	4	"Mark Strong"	"male"	"Guy"	"male"
871	5.4e+07	"new york mentally disabled kidnapping blackmail mission of murder"	"en"	"Gigli"	9.053456	2003-08-01	7266209	121	3.5	104	"Drama"	2003	8	1	"Ben Affleck"	"male"	"Martin"	"male"
698	7e+07	"moses egypt pyramid exodus kingdom"	"en"	"The Prince of Egypt"	29.464852	1998-12-15	218613188	99	6.8	817	"Drama"	1998	12	15	"Val Kilmer"	"male"	"Simon"	"male"
4667	0	NA	"en"	"Urbania"	0.065155	2000-01-24	0	103	5.2	10	"Drama"	2000	1	24	"Dan Futterman"	"male"	"Jon"	"male"
1320	3.7e+07	"loss of son serial killer train"	"en"	"Switchback"	4.131546	1997-10-31	6482195	118	5.8	52	"Thriller"	1997	10	31	"Dennis Quaid"	"male"	"Jeb"	"male"
1068	5e+07	"bureaucracy england dolphin android based on novel"	"en"	"The Hitchhiker's Guide to the Galaxy"	51.742065	2005-01-15	104478416	109	6.6	1315	"Comedy"	2005	1	15	"Martin Freeman"	"male"	"Garth"	"male"
3396	7e+06	NA	"ru"	"Hard to Be a God"	3.120016	2013-02-27	1310673	170	6.7	41	"Drama"	2013	2	27	"Leonid Yarmolnik"	"male"	"Aleksey"	"male"
1763	0	"england adultery duke gambling debts marriage crisis"	"en"	"The Duchess"	18.591657	2008-09-05	0	110	6.7	396	"Drama"	2008	9	5	"Keira Knightley"	"female"	"Saul"	"male"
1270	4.5e+07	"super computer computer program destiny timebomb"	"en"	"Universal Soldier: The Return"	14.566664	1999-08-05	10667893	82	4.2	135	"Action"	1999	8	5	"Jean-Claude Van"	NA	"Mic"	"male"
3002	1e+07	"dream chimp manipulation botanist virtual reality"	"en"	"The Lawnmower Man"	10.125029	1992-03-05	32101000	108	5.4	197	"Thriller"	1992	3	5	"Jeff Fahey"	"male"	"Brett"	"male"
633	6.5e+07	"usa president speech battlefield family conflict mourning"	"en"	"Lincoln"	36.307296	2012-11-09	275293450	149	6.7	1429	"Drama"	2012	11	9	"Daniel Day-Lewis"	"male"	"Steven"	"male"
1958	2.5e+07	"based on novel cemetery narration nudity funeral"	"en"	"On the Road"	14.613152	2012-05-22	8784318	137	5.5	301	"Drama"	2012	5	22	"Garrett Hedlund"	"male"	"Walter"	"male"
4494	7e+05	"god woman director"	"en"	"Walter"	2.659006	2015-03-13	0	87	5.3	26	"Drama"	2015	3	13	"Andrew J."	"male"	"Anna"	"female"
674	6.5e+07	"superhero"	"en"	"Astro Boy"	24.857079	2009-10-15	44091067	94	6.1	409	"Action"	2009	10	15	"Nicolas Cage"	"male"	"David"	"male"
619	3.6e+07	"wife husband relationship daydream marriage freedom friends"	"en"	"Hall Pass"	27.11589	2011-02-25	83160734	105	5.4	611	"Comedy"	2011	2	25	"Owen Wilson"	"male"	"Bobby"	"male"
1930	0	"undercover fbi biker cop motorcycle gang"	"en"	"Stone Cold"	3.623002	1991-05-17	0	92	5.7	34	"Thriller"	1991	5	17	"Brian Bosworth"	"male"	"Craig"	"male"
3567	8e+06	"female nudity prostitute rape sexual abuse desperation"	"en"	"Monster"	19.683187	2003-11-16	60378584	110	7	485	"Drama"	2003	11	16	"Charlize Theron"	"female"	"Patty"	"female"
3642	5e+06	"trilogy ayn rand"	"en"	"Atlas Shrugged Part III: Who is John Galt?"	1.731035	2014-09-12	846704	99	3.9	15	"Drama"	2014	9	12	"Eric Allan"	"male"	"James"	"male"
1110	5e+07	"budapest key vampire light werewolf"	"en"	"Underworld: Evolution"	49.020045	2006-01-12	111340801	106	6.4	1528	"Thriller"	2006	1	12	"Kate Beckinsale"	"female"	"Len"	"male"
4020	0	"lesbian relationship lgbt woman director"	"en"	"Saving Face"	2.487255	2004-09-12	0	91	6.8	32	"Comedy"	2004	9	12	"Michelle Krusiec"	"female"	"Alice"	"female"
2182	0	NA	"en"	"Pooh's Heffalump Movie"	9.03154	2005-02-11	0	68	6.4	88	"Family"	2005	2	11	"Jim Cummings"	"male"	"Frank"	"male"
3019	1e+07	"usa country music commercial radio presenter radio transmission"	"en"	"A Prairie Home Companion"	5.025446	2006-06-09	0	105	6.4	81	"Drama"	2006	6	9	"Meryl Streep"	"female"	"Robert"	"male"
747	6e+07	"los angeles gangster"	"en"	"Gangster Squad"	29.041198	2013-01-10	105200903	113	6.2	1778	"Drama"	2013	1	10	"Josh Brolin"	"male"	"Ruben"	"male"
965	5e+07	"blackmail strip club striptease police u.s. congress"	"en"	"Striptease"	11.106006	1996-06-28	113309743	115	4.4	205	"Drama"	1996	6	28	"Demi Moore"	"female"	"Andrew"	"male"
2697	0	"hotel senator kitchen marriage crisis politics"	"en"	"Bobby"	11.706309	2006-09-05	0	120	6.4	119	"Drama"	2006	9	5	"Anthony Hopkins"	"male"	"Emilio"	"male"
2999	2e+07	"guard shopping mall thief drug"	"en"	"Friday After Next"	7.499639	2002-11-22	33526835	85	6	100	"Comedy"	2002	11	22	"Ice Cube"	NA	"Marcus"	"male"
4706	0	"autism independent film"	"en"	"The Horse Boy"	0.465404	2009-11-25	0	93	5.5	2	"Documentary"	2009	11	25	"Simon Baron-Cohen"	"male"	"Michel"	"male"
3062	0	"gang new york city drug overdose"	"en"	"Deuces Wild"	0.753481	2002-05-03	0	96	5.5	34	"Drama"	2002	5	3	"Stephen Dorff"	"male"	"Scott"	"male"
1563	3e+07	"american football trainer twin sister suppressed past psychiatrist"	"en"	"The Prince of Tides"	3.845231	1991-12-25	74787599	132	5.9	56	"Drama"	1991	12	25	"Nick Nolte"	"male"	"Barbra"	"female"
334	9.3e+07	"exotic island dna paleontology tyrannosaurus rex velociraptor"	"en"	"Jurassic Park III"	1.859364	2001-07-18	368780809	92	5.7	2077	"Thriller"	2001	7	18	"Sam Neill"	"male"	"Joe"	"male"
432	7.5e+07	"usa president nasa metereologist space mission comet"	"en"	"Deep Impact"	34.070054	1998-05-08	140464664	120	5.9	855	"Drama"	1998	5	8	"Robert Duvall"	"male"	"Mimi"	"female"
670	6.4e+07	"infidelity politician airplane crash death death of husband"	"en"	"Random Hearts"	4.137237	1999-10-08	74608570	133	5.3	63	"Drama"	1999	10	8	"Harrison Ford"	"male"	"Sydney"	"female"
2615	0	"owl teenager animal protection based on young adult novel"	"en"	"Hoot"	7.712206	2006-05-05	0	91	5.5	44	"Drama"	2006	5	5	"Luke Wilson"	"male"	"Wil"	"male"
3960	0	NA	"en"	"The Deported"	0.194848	2010-06-15	0	90	0	0	"Comedy"	2010	6	15	"Nicholas Turturro"	"male"	"Lance"	"male"
606	7e+07	"terrorist technology anti hero hacker computer virus"	"en"	"Blackhat"	46.832372	2015-01-13	17752940	133	5.1	826	"Drama"	2015	1	13	"Chris Hemsworth"	"male"	"Michael"	"male"
1983	2.4e+07	NA	"en"	"Meet the Deedles"	2.353441	1998-03-27	4562146	93	4.1	19	"Comedy"	1998	3	27	"Paul Walker"	"male"	"Steve"	"male"
1571	3e+07	"renewing wedding vows marriage counselling"	"en"	"Hope Springs"	12.967137	2012-08-07	114281051	100	5.8	284	"Drama"	2012	8	7	"Meryl Streep"	"female"	"David"	"male"
4212	0	NA	"en"	"I Love Your Work"	3.313339	2003-10-05	0	111	6.5	2	"Drama"	2003	10	5	"Marisa Coughlan"	"female"	"Adam"	"male"
4298	0	"coming out cheerleader homosexuality independent film lesbian"	"en"	"But I'm a Cheerleader"	4.826908	1999-09-12	0	85	6.5	101	"Comedy"	1999	9	12	"Natasha Lyonne"	"female"	"Jamie"	"female"
1595	0	"basketball racial segregation teachers and students"	"en"	"Glory Road"	8.305085	2006-01-13	42647449	118	7.2	144	"Drama"	2006	1	13	"Josh Lucas"	"male"	"James"	"male"
598	7.5e+07	"musical rocker teenager young love rock sta"	"en"	"Rock of Ages"	23.515938	2012-06-13	59418613	123	6	385	"Drama"	2012	6	13	"Julianne Hough"	"female"	"Adam"	"male"
3473	6e+06	"new year's eve independent film relationship woman director lower east side"	"en"	"200 Cigarettes"	3.561198	1999-02-26	6852450	101	6.1	44	"Drama"	1999	2	26	"Ben Affleck"	"male"	"Risa"	"female"
2228	2e+07	"terrorist parody documentary filmmaker sattire"	"en"	"An American Carol"	2.605374	2008-10-03	7e+06	83	4.1	20	"Comedy"	2008	10	3	"Kevin Farley"	"male"	"David"	"male"
4431	913000	NA	"de"	"Food Chains"	0.795698	2014-04-26	0	83	7.4	8	"Documentary"	2014	4	26	NA	NA	"Sanjay"	"male"
3320	8e+06	"infidelity con man thief independent film business"	"en"	"Extract"	14.652342	2009-09-03	10848783	92	5.7	192	"Comedy"	2009	9	3	"Jason Bateman"	"male"	"Mike"	"male"
1441	3.5e+07	"music record rock and roll pop hip-hop fab four"	"en"	"Walk Hard: The Dewey Cox Story"	10.73522	2007-12-21	18317151	96	6.6	212	"Comedy"	2007	12	21	"John C."	"male"	"Jake"	"male"
3933	3e+06	"confession jealousy nightmare ambition groupie"	"en"	"Jawbreaker"	4.337685	1999-01-30	3076820	87	5.9	90	"Comedy"	1999	1	30	"Rose McGowan"	"female"	"Darren"	"male"
2636	0	"secret telepathy technology invention government"	"en"	"Listening"	2.414721	2015-09-11	0	100	5.5	31	"Drama"	2015	9	11	"Thomas Stroppel"	"male"	"Khalil"	"male"
185	1.32e+08	"post traumatic stress  disorder new jersey airplane dystopia daughter"	"en"	"War of the Worlds"	48.572726	2005-06-28	591739379	116	6.2	2322	"Thriller"	2005	6	28	"Tom Cruise"	"male"	"Steven"	"male"
16	2.2e+08	"new york shield marvel comic superhero based on comic book"	"en"	"The Avengers"	144.448633	2012-04-25	1519557910	143	7.4	11776	"Action"	2012	4	25	"Robert Downey"	"male"	"Joss"	"male"
2542	0	"price of fame tina turner black woman cameo appearance by real life subject african american music"	"en"	"What's Love Got to Do with It"	7.921311	1993-06-09	0	118	6.9	72	"Drama"	1993	6	9	"Angela Bassett"	"female"	"Brian"	"male"
266	1.2e+08	"suicide artificial intelligence man vs machine chicago based on novel"	"en"	"I, Robot"	95.914473	2004-07-15	347234916	115	6.7	3793	"Action"	2004	7	15	"Will Smith"	"male"	"Alex"	"male"
3328	7300000	"civil war parents kids relationship 1970s puberty totalitarian regime"	"fr"	"Persepolis"	24.281951	2007-05-23	0	95	7.7	450	"Drama"	2007	5	23	"Chiara Mastroianni"	"female"	"Vincent"	"male"
336	9e+07	"brother sister relationship family relationships single mother alternate reality mother child relationship"	"en"	"The Spiderwick Chronicles"	21.436682	2008-02-14	162839667	95	6.3	572	"Adventure"	2008	2	14	"Freddie Highmore"	"male"	"Mark"	"male"
3935	0	"friendship loneliness black and white responsibility late coming of age"	"en"	"Frances Ha"	15.492257	2013-05-17	4069826	86	7.2	345	"Drama"	2013	5	17	"Greta Gerwig"	"female"	"Noah"	"male"
899	6e+07	"magic liberation lordship castle robin hood"	"en"	"Shrek"	67.298732	2001-05-16	484409218	90	7.3	4056	"Comedy"	2001	5	16	"Mike Myers"	"male"	"Andrew"	"male"
2653	2e+07	"3d khumba"	"en"	"Khumba"	6.459787	2013-07-18	27187375	85	5.8	72	"Adventure"	2013	7	18	"Jake T."	"male"	"Anthony"	"male"
3977	0	"independent film"	"en"	"Boynton Beach Club"	0.18887	2005-08-05	0	105	6.8	3	"Drama"	2005	8	5	"Brenda Vaccaro"	"female"	NA	NA
3387	8e+06	"milan independent film luxury hotel man in towel\u00a0 woman director"	"en"	"Somewhere"	9.590373	2010-09-03	0	98	6	208	"Drama"	2010	9	3	"Stephen Dorff"	"male"	"Sofia"	"female"
2246	2.1e+07	"new york man-woman relation writer"	"en"	"Synecdoche, New York"	12.761176	2008-10-24	0	124	7.4	278	"Drama"	2008	10	24	"Philip Seymour"	"male"	"Charlie"	"male"
2200	2e+07	"female nudity prostitute horse race heart strip club"	"en"	"Crank: High Voltage"	35.542809	2009-04-16	34560577	96	5.9	861	"Thriller"	2009	4	16	"Jason Statham"	"male"	"Brian"	"male"
2325	1.8e+07	"comedy wedding"	"en"	"My Big Fat Greek Wedding 2"	16.027955	2016-03-23	88923251	94	5.5	322	"Comedy"	2016	3	23	"John Corbett"	"male"	"Kirk"	"male"
4679	0	NA	"en"	"Call + Response"	0.062089	2008-10-10	0	86	8	1	"Documentary"	2008	10	10	NA	NA	"Justin"	"male"
1186	4e+07	"car race dying and death plan stock-car-race car crash"	"en"	"The Final Destination"	32.478077	2009-08-26	186167139	82	5.4	831	"Horror"	2009	8	26	"Bobby Campo"	"male"	"David"	"male"
2153	2e+07	"brother sister relationship marriage bully duringcreditsstinger"	"en"	"You Again"	19.962713	2010-09-24	32005248	105	6	368	"Comedy"	2010	9	24	"Kristen Bell"	"female"	"Andy"	"male"
1698	3e+07	"brother brother relationship baby home pregnancy and birth sequel"	"en"	"The Rugrats Movie"	7.981116	1998-11-20	100491683	79	5.7	147	"Family"	1998	11	20	"Whoopi Goldberg"	NA	"Norton"	"male"
645	5e+07	"helicopter river captain underground mexican standoff"	"en"	"Broken Arrow"	22.769108	1996-02-09	150270147	108	5.7	453	"Drama"	1996	2	9	"John Travolta"	"male"	"John"	"male"
2326	2.1e+07	"based on novel middle school"	"en"	"Diary of a Wimpy Kid: Rodrick Rules"	14.329891	2011-03-25	72417394	99	6.3	238	"Comedy"	2011	3	25	"Zachary Gordon"	"male"	"David"	"male"
4342	5e+06	"christian"	"en"	"God's Not Dead 2"	6.96858	2016-04-01	23507567	121	5.7	72	"Drama"	2016	4	1	"Hayley Orrantia"	"female"	"Harold"	"male"
215	1.3e+08	"fire helicopter surfboard mask satellite"	"en"	"Fantastic 4: Rise of the Silver Surfer"	60.810723	2007-06-13	289047763	92	5.4	2589	"Thriller"	2007	6	13	"Ioan Gruffudd"	"male"	"Tim"	"male"
1504	3.5e+07	"adoption marriage divorce birth mother"	"en"	"The Big Wedding"	18.84332	2013-04-25	21819348	90	5.7	414	"Comedy"	2013	4	25	"Robert De"	"male"	"Justin"	"male"
4791	13	"home invasion"	"en"	"Tin Can Man"	0.332679	2007-01-01	0	84	2	1	"Horror"	2007	1	1	"Michael Parle"	"male"	"Ivan"	"male"
3498	134005	"fan duringcreditsstinger"	"en"	"Snow Flower and the Secret Fan"	2.260315	2011-07-15	1332231	104	5.3	22	"Drama"	2011	7	15	"Li Bingbing"	"female"	"Wayne"	"male"
1537	30250000	"gambling miami based on novel job murder"	"en"	"Get Shorty"	15.585138	1995-10-20	115101622	105	6.4	302	"Comedy"	1995	10	20	"John Travolta"	"male"	"Barry"	"male"
1239	4e+07	"loss of family queen power power takeover kingdom"	"en"	"The Musketeer"	3.296933	2001-09-07	27053815	104	5.2	56	"Drama"	2001	9	7	"Catherine Deneuve"	"female"	"Peter"	"male"
2391	1.4e+07	"paranormal psychic skepticism"	"en"	"Red Lights"	22.748174	2012-03-02	13551174	119	6	376	"Thriller"	2012	3	2	"Sigourney Weaver"	"female"	"Rodrigo"	"male"
3197	6500000	"assassin copenhagen resistance repayment world war ii"	"da"	"Flame & Citron"	7.028946	2008-03-25	0	130	6.8	68	"Drama"	2008	3	25	"Thure Lindhardt"	NA	"Ole"	"male"
4488	750000	NA	"en"	"Adulterers"	1.471139	2016-01-05	0	80	5.2	16	"Drama"	2016	1	5	"Sean Faris"	"male"	"H.M."	NA
2588	1.5e+07	"terror muslim intelligence immigrant torture"	"en"	"A Most Wanted Man"	26.708193	2014-07-25	31554855	121	6.5	541	"Thriller"	2014	7	25	"Philip Seymour"	"male"	"Anton"	"male"
501	6.4e+07	"philosophy utopia airplane adventure dystopia"	"en"	"The Little Prince"	35.384423	2015-07-29	97571250	92	7.6	756	"Adventure"	2015	7	29	"Jeff Bridges"	"male"	"Mark"	"male"
1482	3e+07	"alien invasion american abroad moscow unlikely heroes failed business"	"en"	"The Darkest Hour"	23.328823	2011-12-22	64626786	89	4.8	469	"Thriller"	2011	12	22	"Emile Hirsch"	"male"	"Chris"	"male"
3246	0	"japan suicide photographer honeymoon nightmare"	"en"	"Shutter"	8.864368	2008-03-21	0	85	5.3	180	"Thriller"	2008	3	21	"Joshua Jackson"	"male"	"Masayuki"	"male"
1581	5.3e+07	"1970s war on drugs drug addiction drug traffic drug smuggle"	"en"	"Blow"	28.350529	2001-04-04	83282296	124	7.4	1317	"Drama"	2001	4	4	"Johnny Depp"	"male"	"Ted"	"male"
760	6e+07	"prison gold therapist gangster"	"en"	"Analyze That"	21.08952	2002-12-06	55003135	96	5.7	380	"Comedy"	2002	12	6	"Robert De"	"male"	"Harold"	"male"
1221	3.8e+07	"hippie poetry sex rock and roll nudity"	"en"	"The Doors"	10.794175	1991-03-01	34416893	140	6.7	275	"Drama"	1991	3	1	"Val Kilmer"	"male"	"Oliver"	"male"
2655	0	"fighter royalty curse dragon"	"en"	"Dungeons & Dragons: Wrath of the Dragon God"	4.901936	2005-01-01	0	105	4.8	36	"Action"	2005	1	1	"Bruce Payne"	"male"	"Gerry"	"male"
3266	8e+06	"single parent waitress fountain friendship high school"	"en"	"Prom"	11.837067	2011-04-29	10130000	104	5.7	134	"Comedy"	2011	4	29	"Aimee Teegarden"	"female"	"Joe"	"male"
237	1.15e+08	"witch magic fairy tale snow white huntsman"	"en"	"The Huntsman: Winter's War"	60.467984	2016-04-06	164602163	114	6	1523	"Drama"	2016	4	6	"Chris Hemsworth"	"male"	"Cedric"	"male"
1727	2.8e+07	"retirement secret service illegal drugs"	"en"	"3 Days to Kill"	41.638961	2014-02-14	52597999	113	6	883	"Drama"	2014	2	14	"Kevin Costner"	"male"	"McG"	NA
282	1.15e+08	"spy terrorist florida gun kidnapping"	"en"	"True Lies"	38.729418	1994-07-14	378882411	141	6.8	1116	"Thriller"	1994	7	14	"Arnold Schwarzenegger"	"male"	"James"	"male"
4418	0	NA	"en"	"Steppin: The Movie"	0.328498	2009-05-19	0	85	5	4	"Comedy"	2009	5	19	"Wesley Jonathan"	"male"	"Michael"	"male"
171	1.5e+08	"naturalist frigate self surgery sea battle weevil"	"en"	"Master and Commander: The Far Side of the World"	36.973031	2003-11-14	212011111	138	6.9	790	"Adventure"	2003	11	14	"Russell Crowe"	"male"	"Peter"	"male"
2956	1.1e+07	"beethoven woman director"	"en"	"Copying Beethoven"	5.062687	2006-09-10	0	104	6.2	42	"Drama"	2006	9	10	"Ed Harris"	"male"	"Agnieszka"	"female"
2104	0	"brother sister relationship new love daughter summer vacation woman director"	"en"	"The Last Song"	23.139971	2010-03-31	0	107	6.9	923	"Drama"	2010	3	31	"Miley Cyrus"	"female"	"Julie"	"female"
1145	4e+07	"child abuse sense of guilt loss of child confidence psychology"	"en"	"The Sixth Sense"	73.085576	1999-08-06	672806292	107	7.7	3147	"Drama"	1999	8	6	"Bruce Willis"	"male"	"M."	NA
3755	7e+06	"sex fight music illegal drug black american stereotype"	"en"	"The Wash"	2.453459	2001-11-16	10229331	93	5.3	26	"Comedy"	2001	11	16	"Dr. Dre"	NA	"DJ"	"male"
950	5e+07	"corruption hostage pension innocence police"	"en"	"The Negotiator"	28.725621	1998-07-29	44547681	140	6.8	582	"Drama"	1998	7	29	"Samuel L."	"male"	"F."	NA
3624	5e+06	"moon artificial intelligence clone isolation future"	"en"	"Moon"	46.114184	2009-06-12	9760104	97	7.6	1794	"Drama"	2009	6	12	"Sam Rockwell"	"male"	"Duncan"	"male"
2450	16500000	"england judge irland new love empowerment"	"en"	"Becoming Jane"	18.236284	2007-03-02	37311672	120	6.9	317	"Drama"	2007	3	2	"Anne Hathaway"	"female"	"Julian"	"male"
3666	1.5e+07	"cia retirement espionage terrorism"	"en"	"Dying of the Light"	10.48009	2014-12-04	0	94	4.5	118	"Drama"	2014	12	4	"Nicolas Cage"	"male"	"Paul"	"male"
311	1e+08	"moon casino bar nightclub future"	"en"	"The Adventures of Pluto Nash"	12.092241	2002-08-15	7103973	95	4.4	142	"Comedy"	2002	8	15	"Eddie Murphy"	"male"	"Ron"	"male"
1620	3e+07	"owl tiger aftercreditsstinger duringcreditsstinger"	"en"	"Winnie the Pooh"	19.143721	2011-04-13	14460000	63	6.8	258	"Family"	2011	4	13	"Jim Cummings"	"male"	"Stephen"	"male"
355	9e+07	"bomb taxi riddle robbery detective"	"en"	"Die Hard: With a Vengeance"	51.881077	1995-05-19	366101666	128	6.9	2066	"Thriller"	1995	5	19	"Bruce Willis"	"male"	"John"	"male"
1584	3e+07	"bet lightning sports team sport basketball"	"en"	"Like Mike"	5.73667	2002-07-03	0	99	5.7	100	"Drama"	2002	7	3	"Shad Moss"	"male"	"John"	"male"
4455	8e+05	"independent film"	"en"	"Ruby in Paradise"	0.59424	1993-10-08	1001437	114	5.6	10	"Drama"	1993	10	8	"Ashley Judd"	"female"	"Victor"	"male"
725	5e+07	"father son relationship parents kids relationship workaholic wife husband relationship transformation"	"en"	"The Shaggy Dog"	4.280619	2006-03-09	61112916	98	4.5	137	"Comedy"	2006	3	9	"Tim Allen"	"male"	"Brian"	"male"
2134	19800000	"based on novel funeral dysfunctional family death of father man child"	"en"	"This Is Where I Leave You"	20.311684	2014-09-10	41296320	103	6.5	505	"Drama"	2014	9	10	"Jason Bateman"	"male"	"Shawn"	"male"
1487	3e+07	"restaurant sport coach athlete newcastle united"	"en"	"Goal!: The Dream Begins"	16.541791	2005-06-06	27610873	118	6.6	238	"Drama"	2005	6	6	"Kuno Becker"	"male"	"Danny"	"male"
817	5.5e+07	"handcuffs sister sister relationship spanner blow job stag night"	"en"	"American Wedding"	36.194802	2003-08-01	231449203	103	6	1129	"Comedy"	2003	8	1	"Jason Biggs"	"male"	"Jesse"	"male"
1149	4e+07	"con artist scam mobster fbi agent"	"en"	"American Hustle"	49.664128	2013-12-12	251171807	138	6.8	2807	"Drama"	2013	12	12	"Christian Bale"	"male"	"David"	"male"
4732	0	"london england countryside rape sex trauma"	"en"	"Straightheads"	8.302951	2007-04-27	0	88	5.2	40	"Thriller"	2007	4	27	"Gillian Anderson"	"female"	"Dan"	"male"
4313	0	"screenwriter"	"en"	"Below Zero"	1.36514	2011-10-22	0	0	4.4	12	"Thriller"	2011	10	22	"Edward Furlong"	"male"	"Justin"	"male"
125	1.5e+08	"saving the world artificial intelligence man vs machine martial arts kung fu"	"en"	"The Matrix Reloaded"	70.78591	2003-05-15	738599701	138	6.7	3443	"Thriller"	2003	5	15	"Keanu Reeves"	"male"	"Lilly"	"female"
4027	0	NA	"en"	"Valley of the Heart's Delight"	0.142255	2006-04-24	0	100	7	1	"Drama"	2006	4	24	"Pete Postlethwaite"	"male"	"Tim"	"male"
3234	8500000	"journalism underground tv station sociopath home invasion"	"en"	"Nightcrawler"	89.095538	2014-10-23	38697217	117	7.6	3395	"Drama"	2014	10	23	"Jake Gyllenhaal"	"male"	"Dan"	"male"
3276	8e+06	"suicide depression independent film coming of age teen movie"	"en"	"It's Kind of a Funny Story"	13.143045	2010-07-06	6491240	101	6.9	672	"Drama"	2010	7	6	"Keir Gilchrist"	"male"	"Ryan"	"male"
3321	0	"journalist musical concert independent film"	"en"	"Masked and Anonymous"	1.71729	2003-08-08	0	112	5.2	13	"Drama"	2003	8	8	"Bob Dylan"	"male"	"Larry"	"male"
3286	0	NA	"en"	"The Singing Detective"	6.335881	2003-10-24	0	109	5.9	41	"Comedy"	2003	10	24	"Robert Downey"	"male"	"Keith"	"male"
2814	1.2e+07	"hairdresser shop neighbor debt meeting"	"en"	"Barbershop"	10.297189	2002-04-01	75781642	102	6.2	137	"Drama"	2002	4	1	"Ice Cube"	NA	"Tim"	"male"
